State,0,1,2,3,4,5
11100212104000,0.09999531183768373,0.6760431865298141,0.7111870779147641,0.6852734996786253,0.18514002877495717,0.8405386369776863
11103212104010,0.8124315409893811,0.3714358800349522,0.4036921091099507,0.1832405532434036,0.7888538915563883,0.5302007314910566
11110010104600,0.5019768813296405,0.1191116172997344,0.8816237872318342,0.19069079625433638,0.45024546037077207,0.8846708535004764
11113010103810,0.3170596488028993,0.8630185672288947,0.8453451809299122,0.4705689085432825,0.8303066047594031,0.3561217291974563
11113010103910,0.523353465681116,0.7962437466714323,0.8803428557796612,0.2758183500458212,0.8635234418314194,0.49935568757936
11113010104010,0.5339453248786385,0.2909976302206839,0.029262487862767972,0.09341829640582211,0.1290349598832885,0.8577387030820857
11113010104110,0.39033469852772773,0.5410848671985112,0.8538083888310942,0.8928092903378158,0.7880270038366147,0.8544504977010544
11113010104210,0.5712818950322398,0.5635099032313217,0.5662386608248623,0.4030620700464048,0.01419667049105433,0.40764245419014866
11113010104211,0.06684501825893352,0.10586012938687117,0.18432600433911672,0.7334391851270228,0.7178556445450324,0.37872552793793357
11113010104212,0.8242996138672876,0.1195878619954176,0.823065385856672,0.5916802423445963,0.5455734720048463,0.8299517797628673
11113010104310,0.18372989179163235,0.8726769187294564,0.7204382881467292,0.22451386535898932,0.6702543407015307,0.40053240670289636
11113010104410,0.15357480952464697,0.03310171775494053,0.7040205513237544,0.7453446742168689,0.8275970465942559,0.8264676341528505
11113010104510,0.5000492598047682,0.77136825969774,0.5135670913720588,0.007821653557919972,0.13707832237509687,0.7180859892873586
11113010104610,0.06766894684616043,0.4880781997939677,0.6580247746976856,0.903038391945107,0.8867746709973537,0.8080477655158465
11113010104710,0.3933320428170797,0.17556111451646927,0.008107865363937372,0.3215310032761981,0.3110579399944613,0.830642769991354
11113010104810,0.1967176756006752,0.10175739071240497,0.5799046682546556,0.01007822242623424,0.7471033441372502,0.8275668359384536
11113010104910,0.005416634888447569,0.7265964284260772,0.7274355698758534,0.6389756121660701,0.3436895297068213,0.16628599152654988
11113010105010,0.22692888021107693,0.0018193987431412983,0.59412041546367,0.047311427905184056,0.22700744122234373,0.8139817621453411
11130001003710,0.8263592922075709,0.6314375164575311,0.504072187238199,0.008771225611092559,0.42053886254539763,0.2218217474433739
11130001003711,0.4936347452246457,0.32209943843584843,0.4996193459459626,0.9657943115185651,0.9755394496186705,0.04005132004615497
11130001003810,0.3939642120870709,0.5018188678789828,0.7141994181604322,0.7158363822381211,0.18144602726595416,0.4736185952313027
11130001003811,0.19092048958099295,0.40343944426665757,0.09188992548442199,0.3186934600672815,0.018928513591004448,0.7673836695823761
11130001003910,0.8991833479463156,0.8261201955754975,0.49974551554428503,0.537966006100145,0.8860760722409382,0.4316742141152107
11130001003911,0.960897997225739,0.9549596600328295,0.021556808404117223,0.09944279997150474,0.38582949738208194,0.3833298088126098
11130001004010,0.9135053989549495,0.8068821736140034,0.3933521958562257,0.0015381378713331673,0.039560584653753894,0.8500170233619017
11130001004011,0.46960360645333643,0.6641604594801968,0.8004568952445796,0.17197087992071158,0.7839912463130451,0.672918711643763
11130001004110,0.9543621632627303,0.9498537119426338,0.8804563529210456,0.4460824938579566,0.7612714258130617,0.531175363852492
11130001004111,0.20569721574070834,0.4665230009458894,0.8118291257218233,0.8127260028807811,0.582935558995914,0.007610889978105773
11130001004112,0.6027893928182698,0.048703282532595926,0.011443812789710184,0.1429896475261615,0.5755028490342073,0.13521140910302987
11130001204110,0.7223526212071972,0.07787075402206467,0.4843892816337064,0.6462102890775621,0.25798142370413035,0.613985255375293
11130001204111,0.2714035924746365,0.2397401914735292,0.2522453756856934,0.32876435931747605,0.2334691303624361,0.3670168141855466
